sentence,label
It's not original enough.,0
Parapsychological.,1
It was carried out.,1
A shaky film that touches a few raw nerves.,0
A collision of tastelessness and gall.,0
jaglom's films are self-conscious and grating.,0
The audience enthusiasm is standard.,0
It also happens to be good.,1
The preteen boy is in mind.,0
A well-defined sense.,1
biggie and tupac is a bold presentation that is definitely subversive.,1
Labute continues to improve as a film director.,1
The first half of his movie is lost because of the finale that is dull.,0
will please the fans,1
To his people.,1
Of its creativity.,1
An old-fashioned drama about a teacher.,1
The kiddie flicks have forced funniness.,0
"I mean, watch witherspoon's talents waste away in unnecessary films like legally blonde and sweet home abomination.",0
cult classic,1
The performance touches the heart and funnybone.,1
This is a great film.,1
The shabby digital photography.,0
"iston has always needed to grow into a movie career, and it's just what it is.",1
That is an exit sign.,0
lacks joy and juice.,0
confessions is a great directorial debut from king hunk.,1
The queen's men were funnier and more deftly enacted than what has been shown.,0
calculating fiend,1
It has been written so well that it is easy to understand.,1
A great party.,1
This band is of high quality.,1
pretentious,0
distinguishable,1
"It's impossible to care in such a lousy way, with some of the year's funniest moments.",0
Every person will see the movie based on his or her own biases.,1
The worst possibilities of mankind.,0
For a bad film.,0
A good destination.,1
Ate a reeses.,1
Allison lohman did a great job as a foster child.,1
We are drawn in long.,1
The nightmare.,0
riveting documentary,1
entertaining feature,1
erson understands the grandness of romance,1
It makes you drive a little faster.,1
It is mindless and violent.,0
The hawk has more heart.,1
"It's fun, splashy and nasty.",1
If it's not up.,0
The sort of kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's hollywood.,0
Very good.,1
Wilson and Murphy show how funny they could have been.,1
There is a lot of acerbic repartee in the play.,0
It was lovely toward the end.,1
think of a film that is more sentimental.,0
The new film is a kiddie flick and that carvey's talents are wasted in it.,0
This film maker's reputation is flailing.,0
From mostly flat and uncreative moments.,0
That steal your heart.,1
The budget is bad at a fraction.,0
There is a social parallel and defiant aesthetic.,1
On and on to the point of nausea.,0
The struggle lacks balance and fails to put it into historical context.,0
Endeared itself.,1
Those films that sneak up on you and stay with you long after you leave the theater.,1
It is wonderful.,1
The film is deeply pessimistic or quietly hopeful.,1
It has a bigger cast.,1
The high standards.,1
broomfield has a unique approach to documentary.,1
inescapable absurdities,0
It was of force and concealment.,0
It is capped with pointless extremes.,0
"It's clever, offbeat and even tough.",1
Impressive performances.,1
"Love, longing.",1
"It's truly awful and heartbreaking, but its lessons are worth revisiting as many times as possible.",1
It goes beyond genre.,1
deftly captures.,1
"The film's vision of sport as a secular religion is a bit cloying, but its through-line of family and community is heartening in the same way that each season marks a new start.",1
high standards,1
Its clumsiness.,0
It is a great film.,1
Even elizabeth hurley is ugly.,0
I was close to losing my lunch.,0
"It is recycled, implausibility, and slows down.",0
Thanks to the presence.,1
A piece of business that gets under your skin and stays there for a long time.,1
It's possible that the tragedy is a result of her forgetting about her other obligations because it echoes the morbidity of so many recent movies.,0
A bad name for a genre.,0
"The only surprise is that joel silver and Robert zemeckis agreed to produce this, I assume the director has pictures of them having sex in ladies underwear.",0
"I have to put up with 146 minutes of it, which is my least favorite emotion.",0
There are some laughs in this movie.,1
Does it have big screen magic?,0
The film is well-behaved and ticks off kahlo's lifetime milestones with the dutiful precision of a tax accountant.,1
Powerful exploration,1
"schnieder bounces around with limp wrists, wearing tight tummy tops and hip huggers, and twirling his hair on his finger, assuming that he is enough to sustain laughs.",0
can succeed at cheapening it.,0
It is an indisputably spooky film.,1
The sweetest thing has a bitter taste.,0
There are things that explode into flame.,0
It is unholy.,0
As soon as the latest news footage from gaza and is twice as powerful.,1
It's often crazy in a good way.,1
They are rolling over in their graves.,0
4ever is not a promise or a threat.,0
An extremely flat performance.,0
"This is dicaprio's best performance in any film, and easily the most watchable film of the year.",1
It is almost entirely inane.,0
Is it worse?,0
Individual way.,1
The movie will likely cause a change in the way women are treated.,0
Rich and poor.,1
One of the cinema world's great visual stylists is this person.,1
It's typical to back machinations.,0
The bugs live only in the dark.,0
It was an enormous feeling.,1
An infinitely funnier version.,1
The person takes pleasure in watching the molly stay ahead of her pursuers.,1
The film is creative.,1
The romantic comedy is off-putting.,0
Movie star charisma is something that is anteing up.,1
You will feel like you ate a reeses without the peanut butter.,0
Does anything new come to the myth?,0
Good spirits.,1
The nonconformist in us.,1
blandness,0
"One of our most conservative and hidebound movie-making traditions is found and gives it a new texture, relevance, and reality.",1
Shift.,1
It overstays its natural running time so can't recommend it.,0
It was made off with your wallet.,0
The art requires live viewing.,1
It was heartening in the same way.,1
The picture is in trouble.,0
More goodies.,1
japan's wildest film maker gives us a crime fighter with more baggage than batman.,0
Both intelligence and subtlety are present.,1
The coffee table book might be made from the stills.,0
spike lee's masterful.,1
chimes in on the grieving process,1
Relieved.,0
The wiseman is the warmest.,1
The rowdy participants think it is.,1
Behind film references.,1
I have given this movie a rating of zero.,0
Pack your knitting needles if you go.,0
A romantic comedy.,1
"Despite being dubbed, it is choppy and monosyllabic.",0
Many excesses.,0
Mexico's most controversial artists.,1
A lot of patience.,1
"For the toilet, it scores a direct hit.",0
"It's impossible to claim that it's based on a true story with a straight face, because of a convolution of language.",0
There is one sci-fi work.,1
There is plenty of entertainment value at little kids.,1
Their scenes have sexual possibility and emotional danger.,1
"There is a mix of trial movie, escape movie and unexpected fable.",1
Like a network sitcom.,0
The pay-off is negligible if you try to make head or tail of the story in the hip-hop.,0
They don't work in concert.,0
"A story about love, lust, and sin could not keep me from reading it.",0
He is on his way to becoming an American indian spikelee.,1
A sense of weakness.,0
"happy, heady confusion.",1
It's not clear why this project was done.,0
The quirky section of the rip-off prison romp pile was lost in.,0
It was aimed at little kids and had a lot of entertainment value.,1
It was combined with stunning animation.,1
Added dislike.,0
warmth and longing.,1
It's plain old.,0
The changing composition of the nation is validation.,1
The promise of excitement.,1
It was very damning.,0
buckaroo,1
competent performers,1
It was very difficult.,0
The tv cop show has cliches.,0
There is a level of sophisticated intrigue and human scale characters that suck the audience in.,1
"To please its intended audience, without putting parents in a coma.",1
"It has some quietly moving moments and an intelligent subtlety, but it shows its self-conscious tatters and self-conscious seams in places.",1
It works mostly due to its superior cast.,1
A good adventure.,1
It's worse yet.,0
"If it were a clever adaptation of the bard's tragic play, pa would not be remembered.",1
with humor and grace.,1
A director who knows how to create and sustain a mood.,1
"The original new stories are so compelling because of their tension, eloquence, and spiritual challenge.",0
You will wait in vain for a movie to happen.,0
A remarkably cohesive whole.,1
There is slack complacency.,0
Is the piece works?,1
There is minimal appreciation.,0
It aspires to be a level of classic romantic comedy that it doesn't have the real talent or wit to be.,0
Even better.,1
The film shows that someone other than the director got into the editing room and tried to make the movie go faster.,0
The attack of the clones lacks juice and delight.,0
I'm giving it a strong thumbs up because ice age will warm your heart.,1
These people are outdoors.,0
The road paved with good intentions leads to the video store.,1
old-fashioned but enjoyable entertainment.,1
There is a reason to go.,1
A callow rich boy is forced to choose between his beautiful girlfriend and self-satisfied mistress.,1
The dialogue is pretty.,0
"It is meaningless, vapid and devoid of substance.",0
It is both a snore and tripe.,0
Is confused by kissing into something ugly and mindless.,0
A man who is selfdestructive.,0
I walked out of a movie.,0
Is always sympathetic.,1
delightfully bold.,1
A thriller with an edge.,1
in the worst way.,0
An easy in front of the camera.,1
It was noisy and loud.,0
with attractive men.,1
straining to get by on humor that is not as daring as john ritter's glory days.,0
"experiment is enjoyable, if occasionally flawed.",1
It is un-clean.,0
A portrait of a person that is perfect.,1
overwhelming pleasure.,1
lousy movie,0
The dry humor made audiences on both sides of the atlantic love him.,1
teaming,1
It is able to spoof both black and white stereotypes.,1
It was made for its slow beginning.,1
The film is quite genre-busting.,1
"The cast and crew signed a pact to burn the negative and the script, but they never did.",0
The story's emotional thrust was undermined by the episodic choppiness.,0
You can see them mugging their way through the snow dogs.,0
What punk?,0
The genre that was ushered in by the full monty is still trying to produce another smash.,0
"Everyone has shown up at the appointed time and place, but it's a superfluous sequel.",0
Childhood innocence combined with prejudice.,0
The mother and daughters featured in the film are more self-absorbed than the women in this film.,0
The middle of this picture is very strong.,1
There were more holes in clyde barrow's car.,0
The humor is not good.,1
You have to give the audience a reason to want to work for it.,0
We are horrible to ourselves and each other.,1
A guy dressed as a children's party clown gets violently gang-raped in a movie.,0
It was the most daring.,1
The movie is a huge screen movie that is in a flurry of hype.,0
"Initially gripping, then cloying pow drama.",1
Not a classic.,0
The script is not up to the level of the direction.,1
The performances are credible.,1
The relationships were wonderful.,1
The hallucinatory drug culture of  requiem for a dream is combined with the enigmatic features of  memento.,1
The damage of war is more often used by a man to create art than the warfare itself.,1
"The film runs on a little longer than it needs to, but muccino doesn't notice when his story ends or when he tears himself away from the characters.",0
"There are three genres of character portrait, romantic comedy and beat-the-clock thriller.",1
A videologue of the modern male and the lengths to which he will go to weave a protective cocoon around his own ego is a heady ride through nighttime manhattan.,1
No lie.,1
No new friends.,0
The product is more appealing.,1
The story of carmen is well-recovered and recreated in an African idiom.,1
The film is a sour little movie that explores the emptiness that underlies the gaiety of the 1920's.,0
It forces you to think about what a movie can be.,1
"The film has some funny things in it, but not much in the way of sympathy or humanity.",0
artistic ambitions,1
infamy,0
Swimming is more about a young woman's face than it is about an actress's face.,1
As soon as macho action conventions assert themselves.,0
This move works.,1
The characters of grant and bullock are made for each other.,1
It is hartley's least accessible.,0
The seemingly irreconcilable situation between conservative Christian parents and their gay and lesbian children is explored compassionately.,1
An honest and sensitive story from a vietnamese point of view.,1
Something to be desired.,0
What makes the film stand out above the other movies?,1
There are several action sequences.,0
An excellent entry.,1
"From watching a movie that is dark, sour, and mean is exhaustion.",0
He wants to prove his worth and have adventure.,1
There are dead bodies.,1
The film shows the importance of love and friendship.,1
A satire.,1
It was barely there bit of piffle.,0
aimed at mom and dad's wallet.,0
chilling,1
The santa clause 2 is a more thought out encounter than the original could have hoped for.,1
The best kind.,1
Skullduggery.,0
The drama was cute.,1
There is danger.,1
"The film is not authentic, with the exception of elizabeth hurley's breasts.",0
Good measure,1
The movie is more biologically detailed than the atlantic autopsy.,1
A feisty woman.,1
romp of a film.,1
deserving of its critical backlash and more.,0
A flashy editing style.,1
It's not a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy.,0
This is a very touching melodrama.,1
We have come to love each other.,1
The timeless spectacle of people talking to each other is what barbershop gets its greatest play from.,1
It is watchable.,1
"I've seen a lot of horror movies, but this one is the best.",1
It's worth taking the kids to.,1
The movie is revolting.,0
Is it a crime movie made by someone who doesn't know anything about crime?,0
The 2002 film breaks the mood with comedy scenes that are outrageously inappropriate.,0
He gives a strong itch to explore more.,1
It was achieved.,1
"Before watching this film, I am depressed about anything.",0
The jerking and rearranging of physical time and space is anywayanyday.,1
Light and silly.,1
The use of cell phones.,0
It was of astonishing grandeur.,1
A romantic comedy that takes a condescending attitude toward women.,0
More bite and spirit than your average romantic quadrangle.,1
It is moving in many directions as it searches for something new.,1
"stealing harvard is too busy getting in its own way to be anything but frustrating, boring, and uninteresting.",0
It is worth a recommendation because of the moving film that it is.,1
It takes every potential and laugh-stomps the life out of it.,0
It should have been stayed there.,0
There is entertainment in the experiences of zishe and hanussen.,1
meditation moves unexpectedly,1
Walking slowly and avoiding eye contact.,0
It was too crude to serve the work.,0
Films about inspiring prep-school professors and children are very uplifting.,1
refreshing.,1
"The cleverness, the weird and the crazy.",1
The number of stories generated by the holocaust is incredible.,1
visually masterful,1
She is not funny.,0
Highly pleasurable.,1
The politics that hit it are relevant tomorrow.,1
The evocative imagery and gentle lapping rhythms of this film are infectious and draw us in long before the plot kicks into gear.,1
I don't know if it's the worst movie of 2002,0
"Full of life, hand gestures, and some.",1
The most exciting films.,1
"Slowly, sneaks up on the audience.",1
Good adventure.,1
There is a lot of interest in lilies chou-chou.,1
An authority is clear and reliable.,1
It has at least a few good ideas and some decent performances.,1
Find millions of fans.,1
formidable numbers,0
It's more likely to drown a viewer in boredom than it is to scare him.,0
This tale of a prim widow who finds an unlikely release in belly-dancing clubs.,1
It's appealing about the characters.,1
The more graphic violence is off-screen and the sexuality is not shown in the movie.,0
I love reading and poetry.,1
Powerful documentary.,1
He is funnier than his original.,1
Get him a few laughs but nothing else.,0
"The movie "" read my lips"" understands that characters must come first.",1
It has entered the art film pantheon.,1
Explains its characters' decisions.,0
Without much success.,0
It is far closer than many movies.,1
Go with the talent.,1
A good one.,1
It is amusing for a good while.,1
There is a lot of dialogue and preposterous moments.,0
"For the viewer to take a break and not feel as if he or she has missed anything, by going to the concession stand or the restroom.",0
"rohmer's drama builds to an intense indoor drama about compassion, sacrifice, and christian love in the face of political corruption.",1
long on glamour.,1
It seems as though a kingdom is more mild than wild.,1
A sweet and memorable film.,1
There is nothing at the core of this tale.,0
"Find that natural, even-flowing tone.",1
It was harsh objectivity and refusal.,0
The account is authentic.,1
It is potentially just as rewarding.,1
"There are rare films that come by once in a while with flawless amounts of acting, direction, story and pace.",1
The 1952 screen adaptation was acclaimed by anthony asquith.,1
Is clearly very talented.,1
A terrific performance in this fascinating portrait of a modern lothario.,1
Something of a public service.,1
Extreme emotions and thrills are what it is.,1
The actresses and the miller make personal velocity into an intricate journey.,1
The film doesn't have enough innovation to appeal to teenagers.,0
Send your regrets.,0
Could not respond.,0
To do the subject matter justice is too conventional.,0
With the best of them.,1
A classic fairy tale.,1
The pretensions and disposable story.,0
It was vile.,0
A bland thing.,0
punchier.,1
To the concept of loss.,0
The paramount imprint.,0
The chateau has a sense of light-heartedness that makes it attractive.,1
No timeout or rest period.,0
All the excess debris.,0
A feature that concentrates on people is a project in which the script and characters hold sway.,1
The film is just a simple examination of a young actress trying to find her way.,0
One of the sweetest films to come along in a long time.,1
"To be stodgy, soap opera-ish dialogue.",0
It is funny.,1
An action hero with table manners.,1
"Love, memory, history, and more.",1
A sudden turn leads to a decline.,0
They are completely out of reality.,0
The clich̩s.,0
Save everyone's misery.,0
It is so contrived and nonsensical that it would be better to store it on the day-old shelf.,0
A brand of Christianity that isuritanical.,1
dam sandler will probably never appear in a movie.,1
Replacing john carpenter's stylish tracking shots is degraded.,0
It's not more ridiculous than most of the rest.,0
It was guessable from the beginning.,0
That quickly wears out its welcome.,0
New friends.,1
elizabeth hurley was ugly and graceless.,0
by the shadows.,1
There are important developments in the computer industry.,1
His team is top-notch.,1
This movie probably won't work in the dark.,0
A middle-aged woman's experience of self-discovery is handled with such sensitivity.,1
This is a subject matter that could easily have been lost by a lesser filmmaker.,1
Shiri is an action film that promises excitement.,1
A guy dressed as a children's party clown gets violently gang-raped in a movie.,0
quiet family drama.,1
"It is impossible to know whether the film is at its core deeply pessimistic or quietly hopeful because it tackles the topic of relationships in a straightforward, emotionally honest manner.",1
Is it a brazenly misguided project?,0
vaguely interesting,1
The tickles the funny bone.,1
"If it was funny, this arrogant richard pryor wannabe's routine is offensive, puerile and foul-mouthed.",0
It's difficult to create.,0
There is almost no organic intrigue as a marine/legal mystery.,0
"I've never bought from telemarketers, but I bought this movie.",1
The lady and the duke is a romantic drama that dares to depict the french revolution from the perspective of the aristocracy.,1
graced.,1
There will be a lot of female audience members drooling over Michaelidemoto.,1
It's frustrating together.,0
The summer movie pool is polluted by blockbusters.,0
"The story gives ample opportunity for large-scale action and suspense, which director shekhar kapur supplies with tremendous skill.",1
"A first-class road movie that proves you can run away from home, but your ego and all your problems go with you.",1
A future-world holographic librarian who knows everything and answers all questions is visually smart and nicely realized.,1
"It's a great documentary, but it's a talking head one.",1
The cinematography is stylish.,1
There is a good actor there.,1
The middle of Chicago's south side has a barbershop called calvin jr.,1
Completely new.,1
"This is the ultimate movie experience, and it's informative and breathtakingly spectacular.",1
The style.,1
More modern.,1
As raunchy as south park.,1
It was marvelously.,1
It will leave you with a smile on your face.,1
lousy,0
The spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness.,1
"The beginning of the film is promising, but it ends up falling prey to a bunch of cliches that sink it faster than a leaking freighter.",0
His original was funnier.,1
"The director, Charles stone, made an impressive debut.",1
The sympathetic characters were drawn in.,1
That makes it worth watching.,1
Prepare to be amazed again.,1
You will want things to work out even though their story is predictable.,1
pristine,1
It is a potentially incredibly twisting mystery.,1
There are stuck in an inarticulate screenplay.,0
Strategies.,1
lagging near the finish line,0
"Resident evil is a product of its cinematic predecessors, such as an mtv, sugar hysteria, and playstation cocktail.",0
Weak and strong.,1
It has a more playful tone than his other films.,1
There are well-developed characters and some surprises.,1
nair's cast is so large that it resembles an altman.,1
Without making the audience feel bad.,1
Does it mean anything to its predecessors?,1
Intelligence and poignancy.,1
It may be too narrow to attract viewers from other countries.,0
The phrase  fatal script error has a new meaning.,0
An appealing couple.,1
The mind and spirit are refreshed.,1
There is no timeout or rest period for spirited away.,1
unforgettable characters,1
great.,1
A promising work in progress.,1
It is lush and beautiful.,1
funniest and most accurate.,1
It feels like a 10-course banquet.,1
Living in harmony.,1
"The five writers of the team slip into the modern rut of narrative banality, despite their freakish powers of visual charm.",0
keen insights,1
It is difficult to connect on a deeper level.,0
The top of the world has been replaced by the bottom of the barrel.,0
A film that is considered a funny little film.,1
engaged,1
The value and respect are related.,1
Stunt editing is worse.,0
dickens is a soap opera.,1
An excellent choice.,1
ego and talent go hand in hand.,0
sucking you,0
Particularly amateurish.,0
It is implied that terror is suggested rather than the use of special effects.,1
infectious,1
Have a good chance at a career in Hollywood.,1
Dramatic fireworks.,1
"The ensemble cast's acting is poor, the dialogue is flat, and the direction is gutless.",0
Their quirky inner selves.,1
Comedy that is smart.,1
This orgasm is an unforgettable one for most people.,0
Stop eric schaeffer before he makes another film.,0
The effects are not nice.,0
"Loud, bang-the-drum.",0
The reason to see blue crush is the cinematography by David Hennings.,1
It takes place in the ever-watchful gaze of morton.,1
It is less funny than it should be.,0
There are films that aim to confuse.,0
funniest person,1
snail-like pacing.,0
naomi watt is great as rachel.,1
The shot was like a postcard.,1
FALSE,0
"The style, structure and rhythms are related.",1
The sensation is very different.,1
There is a monopoly on mindless action.,0
2002's first great film was of work.,1
Plastic knickknacks and outdated clothes.,0
The heart is passionate and pure.,1
manual,0
To get in the way of the way.,0
I heard a voice and felt drawn to the light of the exit sign.,0
It is afraid to provoke introspection in its characters and audience.,1
treasure planet is gorgeous to behold.,1
American sports.,1
There were four or five mild laughs and 86 minutes of poorly-constructed comedy.,0
The piece is perfectly rendered.,1
"schrader wants to show an honest look at one man's downfall, brought about by his lack of self-awareness.",0
A lot to be desired.,0
It would seem that it has no right to be that funny.,1
It's droll.,0
Murder is casual and fun in a film.,0
A high-minded snoozer.,0
hitler's,0
An admirable level of rigor.,1
less a movie.,0
It's dark but has funny moments.,1
The musical is four hours long.,1
It is an immature character with whom to spend a lot of time.,0
I don't think it's trying to say anything at all.,0
The more serious concerns of other year-end movies.,1
stoops to cheap manipulation.,0
The rest of the film was at odds with that.,0
It's crapulence.,0
It was slick and manufactured to claim street credibility.,1
"Family togetherness is not a priority in the plot, because of inter- family rivalry and workplace ambition.",0
It's a movie that gets under your skin.,1
Leguizamo's movie work is the best so far.,1
The piece is not flashy.,1
"To give her pure fantasy character, melanie carmichael, a massive injection of old-fashioned hollywood magic.",1
It's not a good idea to recommend it.,0
The summer movie pool is polluted by blockbusters.,0
You're better served by the source material.,0
The story becomes a mess when the leads meet.,0
It's not enough of an interest to sustain its running time.,0
angry,0
The sub-tarantino is cute.,0
"I enjoyed the barbershop, but it may not be a huge cut above the rest.",1
They portray their cartoon counterparts well.,1
Unshapely.,0
Something new to bring.,1
bilked people,0
The real-time rhythms are balanced with the propulsive incident.,1
A cinematic sense.,1
Orgasm.,1
"As if it were an obligation, high crimes flog the dead horse of surprise.",0
tub-thumpingly.,1
It is sweet and fluffy at the time.,1
Seeing justice done.,1
I told a nice little story.,1
The new york fest is thought- provoking.,1
A well-executed television movie.,1
"Good action, good acting, good dialogue.",1
30 years ago.,0
Don't laugh at the ridiculous dialog or the convenient plot twists.,0
A film that never pretends to be something.,1
A portrait of pure misogynist evil.,1
It is sentimental and clumsy.,0
Would pay a lot of money not to be looking at it.,0
Is it very funny.,0
Does not trust laughs and does not conjure proper respect for followers of the dead-undead genre who deserve more from a vampire pic than a few shrieky special effects,0
It was produced and produced well.,1
"It's hard to imagine anyone stealing a movie from a rising star like jake gyllenhaal and also from accomplished oscar winners susan sarandon, dustin hoffman and holly hunter.",1
tian's talent is perfect.,1
The french coming-of-age genre has an intriguing twist.,1
silly and overwrought.,0
The metaphors are provocative.,1
He will make his english-language debut in a film.,0
It may be the most fun family fare of the holiday season.,1
Do you know what is going on?,0
Their capacity for good.,1
It was accomplishment.,1
It was gentle and biting.,1
There is an expose on the hypocrisy of too much kid-vid.,1
An intelligent weepy.,1
The charisma.,1
The scariest guy.,0
Will wish there had been more of the queen.,0
"It rises above easy, cynical potshots at morally bankrupt characters.",1
"It's not that funny, it's generally insulting.",0
Anarchism.,0
Most compelling.,1
The most hardhearted scrooge could not respond.,1
There are leftovers that are fresh.,0
A film that is delightful.,1
The writer-director is hilarious.,1
On a budget.,0
The truth is that charlie is a brazenly misguided project.,0
To make the rising place different from other deep south stories.,1
The trip of a lifetime.,1
bored,0
image-polishing,0
You love him.,1
juvenile delinquent paperbacks.,0
dud from frame one,0
There are cinematic distractions.,1
"He is a master of shadow, quietude and room noise.",1
It needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion shots and quick-cut edits.,0
Can a movie be cold?,0
"It's straight up twin peaks action, so I would do well to check it out.",1
It is stimulating and demanding.,1
Unprovoked and misogynistic.,0
It may be the most honest hollywood document of all time because it acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses.,1
No Steve Martin.,0
mediocre acting,0
acted and directed.,0
exhausted by documentarians,0
slummer,0
A film that is intriguing.,1
Downhill.,0
Something to see.,1
He was offended by his lack of faith in his audience.,0
A movie that is not really new.,0
It's just a waste.,0
The delusional personality type is romanticized.,0
"demme gets a lot of flavor and spice in his remake, but he is spiffing up leftovers that are not so substantial or fresh.",0
Natural running time.,1
Its own preciousness.,1
A portrait that is very artistic.,1
One of its strengths is actually it.,1
It grew hideously twisted.,0
It would have smelled like a done-that sameness.,0
Even the corniest.,0
With perfect acting.,1
suspense on different levels,1
Much of jonah is simply and happily done.,1
Very good time.,1
"This is spooky, with no original idea in sight, and the whole of the proceedings beg the question of why.",0
You will forget about it by Monday.,0
Could be dredged up.,0
I felt drawn to the light of the exit sign.,0
Something new.,1
"Come as they may, lawrence will unleash his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank.",0
With calamity.,0
It must be a serious contender for the title.,1
The genre can be clich̩-riddled.,0
A low-wattage endeavor.,0
"The film is high above run-of-the-Filth gangster flicks because of its refusal to recognize any of the signposts, as if discovering a way through to the bitter end without a map.",1
"Both are superb, while huppert is magnificent.",1
Anger.,0
The viewer expects something special but it's just another sci-fi movie.,0
You are bright.,0
It is funny and sympathetic to the damage it surveys.,1
There is a dumb high school comedy about prom dates.,0
A visually masterful work of narrative filmmaking.,1
"It works well, since the thrills pop up frequently.",1
A wonderful drama.,1
His best-known creation.,1
A comedy-drama of nearly epic proportions is based on a genuine performance by the title character.,1
"joshua is as nonsensical as a luis buuel film without its attendant intelligence, passion, and genius.",0
The tale is wise and powerful.,1
The director is trying to make the viewer believe that the movie is important because it is ugly to look at.,0
A fantastic performance from ian holm.,1
Take them to the theater.,1
A narrative puzzle that tells multiple stories.,1
snaps under the strain of its plot contrivances and needs to be reassured.,0
Does it come off?,1
This is a delicate coming-of-age tale.,1
This was a sloppy affair.,0
The cartoon.,1
Two stories were drowned by all too clever complexity.,0
"He looked at his 12th oscar nomination and proved that he is now more than ever, choosing his roles with the precision of the insurance actuary.",1
"The subject matter is as adult as you can get, and the temptations of the flesh are unleashed by a slightly crazed young woman.",1
Many talented people were convinced to waste time.,0
A quirky rip-off prison.,0
That is not as daring as john ritter's days.,0
The austin powers films are very popular.,1
First-time director kevin donovan found something new to add to the canon of chan.,1
A very strong B.,1
A crime that is not unusual.,0
The movie is too impressed with its own solemn insights to be boring.,0
Accepting him.,1
I was left behind at the station looking for a return ticket to realism after the movie went too far into the exxon zone.,0
It's a funny no-brainer.,1
Go a long way.,1
It's great.,1
The city by the sea swings.,1
The update is slow and dreary.,0
"A film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction, when really what we demand of the director is to be mesmerised.",0
A heartening tale of small victories.,1
It is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand or restroom and not feel as if he or she has missed anything.,0
A small film with an emotional wallop can be made from patriot games.,1
Lesbian and gay children who are estranged.,1
Even the most retiring heart can be inspired by a beer and a good time in the sun.,1
It's as good as you remember.,1
It explains its characters' decisions.,0
It was a poor fit with kieslowski's pessimism.,0
The movie is pleasant.,1
Is pretty tired.,0
"It does turn out to be a bit of a cheat in the end, but if you just give it a couple of times, it will leave you feeling like it was worth the seven bucks.",1
The observations.,1
"joyous, turbulent self-discovery.",1
Its soul.,1
Auteuil is a good time.,1
I got to my nine-year-old.,1
But not without a fun factor.,1
It is as deep as a petri dish and well-characterized as a telephone book.,0
It is superficial and superficial.,0
seems uncertain,0
A-list directors.,1
It was eloquent and stilted.,0
It is as close to a gut punch as possible.,1
There are some special qualities to crudup's anchoring performance.,1
I will have a good time with this one.,1
The experience of sitting through barney's spectacle will be missed by viewers.,0
I seem tired.,0
Uncinematic but dramatic.,1
The film's heart is even more embracing than monty because it accepts nasty behavior and severe flaws as part of the human condition.,1
chills,1
All the stronger because of it.,1
What is special about men with brooms?,1
"Last time, I walked out of a movie.",0
Will love its adventure and fantasy.,1
The israeli/Palestinian conflict is.,0
It does not follow the standard storyline that has become commonplace in movies that explore the seamy underside of the criminal world.,1
Dust is gathering.,0
The middle of this picture is strong.,1
dull procession.,0
"The adventures that happen along the way seem repetitive and designed to fill time, providing no real sense of suspense.",0
Australia is a beautiful place in land beyond time.,1
Between farcical and evil.,0
"Zhuangzhuang creates a delicate balance of style, text and subtext that is so simple and precise that anything that is not perfect would topple it.",1
It is small but rewarding.,1
The welcome was ambiguous.,1
"teen-driven, toilet-humor codswallop",0
He proves that he can cross swords with the best of them and helm a popcorn thriller while surrendering little of his intellectual rigor or creativity.,1
"The national lampoon film franchise is too long reduced to direct-to-video irrelevancy, and this often very funny collegiate gross-out comedy goes a long way toward restoring that luster.",1
A half-baked drama about an abused inner-city teen.,1
Untalented artists moan about their cruel fate.,0
The survivors are alive.,1
Mainstream audiences will be confused.,0
It was unfulfilled.,0
Lack of attention.,0
It is terrible and unnecessary.,0
An exercise in retard 101.,0
The wasp matron is cruel.,1
A measure of faith in the future.,1
I think I would have liked it more if it wasn't there.,0
"She, Janine and molly are all women.",0
Film buffs will eat up the movie like it's gelati.,1
A portrait of a sad and obsessive life.,1
The shallow sensationalism is characteristic of soap opera.,0
The film has ambitious goals.,0
wallowing in melodrama.,0
It's just plain lurid when it's silly.,0
"To be clever, amusing and unpredictable.",1
The film is gently funny.,1
It adds moral weight.,1
There were honest performances and exceptional detail.,1
The worst film is adam sandler assault.,0
A scene where santa gives gifts to grownups is the most convincing emotional gravity.,1
And cultivating.,1
Move with grace and flair.,1
The oral storytellers have a chilled breath.,1
Enjoy on a certain level.,1
The first film was very special.,1
The movie is the equivalent of patronizing a bar.,0
A movie that is truly magical.,1
The excitement of a sports event and the sound of a musical.,1
A simplistic narrative and a fairy-tale conclusion is what hurts.,0
Childhood innocence.,1
nincompoop benigni persona,0
The scale is epic.,1
Find it in a different direction.,0
moving portrait,1
It was very confusing.,0
There is a lot of passion.,1
"A surplus of vintage archive footage enhanced the energy, intelligence and verve of this picture.",1
She should ask for a raise if she had to sit through it again.,0
It is perhaps the most egregious example of why the dv revolution has cheapened the artistry of making a film.,0
The expression is nicely understated.,1
Or Robert aldrich.,1
Look at it.,1
It's often-hilarious.,1
It was entertaining and informative.,1
lulled,0
