sentence,label
The funniest moments of the year.,1
superbly.,1
French coming-of-age import.,1
Capable of putting on a movie star charisma.,1
A cute alien creature.,1
sad,0
Excellent.,1
The story is thin and the filmmakers rushed.,0
The quest is problematic.,0
It is fresh or substantial.,1
The performance was watchable.,1
labute's careful handling makes the material seem genuine.,1
It was a small crime.,0
Solid acting and a neat premise is what this is.,1
It is infectious.,1
"It cooks in a low, smokey and inviting way.",1
"The children of various ages in my audience never coughed, ran up or down the aisles for bathroom breaks, as I reported.",1
sad merchant,0
It hooks us completely.,1
Less bling-bling.,0
slickly staged.,1
sluggish pace.,0
It relies on subtle ironies and visual devices.,1
exaggerated action.,0
The setting of an asian landscape painting is ethereal.,1
A movie to stop watching.,0
It's fun.,1
The film has a central flaw.,0
It's too loud.,0
wallowing in its characters.,0
The men and machines are working on our planet.,1
"Despite iwai's vaunted empathy, the concept bears more than a whiff of exploitation.",0
The journey feels like a party.,1
"Sometimes a guffaw and sometimes a belly laugh, a spoof comedy that carries its share of laughs.",1
Really bad.,0
Love in the time of money.,1
The story's scope.,1
The damage of war is more often used to make art shots that fill gallery shows.,1
A romanticized rendering.,1
Be close to the screen.,1
Warm and moist.,1
The plot has a lot of holes.,0
A mystery and a thriller are absent.,0
It's a conspiracy thriller by oliver stone.,1
"It is clever, amusing and unpredictable.",1
The first half of the men of a society is so bad it would make a comedy out of it.,0
Incoherence.,0
This parable is in an irresistible package full of privileged moments and memorable performances.,1
", smart eyes.",1
"scruffy, dopey old hanna-barbera charm",1
France's most inventive directors.,1
The ideal location.,1
They were convinced to waste their time.,0
It's an adventure story and history lesson all in one.,1
They came up with a work of art of their own.,1
Linklater.,0
"I'm about to go to the U.N. to ask for permission for a strike, and green is the comedy equivalent of saddam hussein.",0
No.,0
The best straight-up horror film of the last 15 years.,1
The word bad is used for a bad company.,0
You have to see this.,1
Chris rock and Anthony hopkins seem barely in the same movie.,0
"The world war II drama proves that it's not completely hidden, and at least calls attention to a problem that has been ignored.",1
There is a cinematic postcard.,0
greatness display,1
"It does not attempt to filter out the complexity, so it seems so real.",1
The comic treatment is gentle.,1
Is it a nice date film?,1
It is grounded in social realism.,1
Feel my eyes.,0
"The ghost ship is pretty landbound with its leaden acting, dull exposition and telegraphed surprises.",0
This doesn't sound promising.,0
The film is worth watching.,1
"It is patience, respect and affection.",1
The two-hour-and-fifteen-minute length of the war movie compendium is every cliche.,0
I was uncomfortably close to losing my lunch.,0
The message of the movie deserves credit.,1
remotely new or interesting.,0
Can you snore?,0
It says less about the reality than it does about the style of the filmmakers.,0
It was sloppy.,0
falls short.,0
scherfig has had a successful career in tv but has more tackles than she can handle.,0
You can't find a movie with a bigger heart than a barbershop.,1
"The film looks jagged, as if filmed directly from a television monitor, while the stock footage quickly becomes tiresome.",0
She will blossom as an actress.,1
delivers big time.,1
That experience is definitely worthy and devastating.,1
Its plot and pacing are typical of war movies.,0
There is a rumor that there is a smear.,0
A film with an edge.,1
A monologue that manages to incorporate both horror and absurdity is delivered.,1
dubious human being,0
The chemistry between lopez and fiennes is not apparent and the script by kevin wade is workmanlike.,0
conquers.,1
New jack city wannabe.,0
To show us why it is compelling.,1
It is not a masterpiece.,0
The tale began like a lazy summer afternoon and ended with a crisp fall dawn.,1
emerge with clarity.,1
The new thriller shows that director m. night shyamalan can weave an eerie spell and that mel gibson can shudder and even tremble without losing his machismo.,1
The meaning and impact of this film is heightened by current world events.,1
Comedy that is poorly-constructed.,0
An old pickup skidding completely out of control on a long patch of black ice was aimless.,0
A family film.,1
absurdist wit.,1
A mess of conflicting messages and drama.,0
The core of Hoffman's being is reflected in his performance.,1
morrison dec,1
I dread seeing the most.,0
It's sure to win hearts.,1
kung pow is an atrociously bad movie and it should not be accused of misfiring.,0
The translation must have been lost.,0
despite auteuil's performance,0
She could slap her creators because they're uneducated.,0
It should have been more than just a idea for teenage boys and wrestling fans.,0
The veneer is thin.,0
The forcefulness is delicate.,1
The man from the elysian fields is doomed by its smallness.,1
Will make you weep.,1
It's still a pleasure to watch.,1
"Like Edward Murphy in American history, ryan gosling delivers a magnetic performance.",1
nation,1
"It is funny and pithy, while illuminating an era of theatrical comedy.",1
Fight a low budget.,0
A paper bag over his head is the only camouflage that he should consider wearing when out in public.,0
The potential for sanctimoniousness.,0
There were too many interlocked stories drowned by clever complexity.,0
lacks punch and depth.,0
"David Caesar has stepped into the mainstream of filmmaking with an assurance that is worthy of international praise and with every cinematic tool under his control, driven by a natural sense for what works on screen.",1
You want to hit it.,0
There are great performances and cinematography.,1
The taste of jonah is laugh out-loud lunacy with a pronounced monty pythonesque flavor.,1
There is a garden music video.,1
A nice piece of work.,1
"Knows everything and answers all questions, is smart and well written.",1
There is a re-hash.,0
Is it possible for a documentary to be entranced by the subject and still have no idea of it?,0
old vision is tired,0
It's a pity that it's lame.,0
snf has been,0
It was horrible.,0
A pretentious person.,0
A smart movie that knows its classical music and sade.,1
Any movie with a positive message.,1
To the experience.,1
Even worse.,0
"Every now and again, a movie will come along that turns me into that annoying specimen of humanity that I usually dread seeing the most.",1
The more graphic violence is mostly off-screen because of the pg-13 rating.,0
tub loud,0
It will leave you with a smile on your face and a twinge in your stomach.,1
How long will filmmakers make a copy of saving private ryan battle scenes?,0
"It is good to see a lack of pretension about the film, which sets out to entertain, and then delivers in good measure.",1
Highly variable.,0
One of the best action films ever made.,1
It is beyond fair to offer a bait-and-switch.,0
is dependent on success on a patient viewer.,1
The genre is clich.,0
A better script.,1
Go and see this delightful comedy.,1
The gorgeous piano and strings on the soundtrack can drown out the self-righteousness of his voice.,0
An absurdist.,0
It seems like a bad idea from the beginning.,0
of forgiveness.,1
The bright star is shining.,1
The couple is romantic and serene.,1
A metaphor for cultural and personal self-discovery and a picture of a little-remembered world.,1
I don't like it.,0
"It's not a motion picture, it's a static picture.",0
It's not disappointing.,1
It was a very long time since the cliffhanger.,1
There is a series of riveting set pieces that mainstream audiences have rarely seen.,1
It's digs at modern society are all we've seen before.,0
fussing over a weak recipe.,0
It was touched by an unprecedented tragedy.,0
Looking for a return trip.,0
Really is very enjoyable.,1
battlefield earth and showgirls are included.,0
It's a good way to get good performances from performers who rarely work in movies now.,1
The trash was over the top.,0
It should be appealed to anyone who is willing to accept it.,1
The universal themes are a reason for earnest performances.,1
The music industry makes the same mistake.,0
It's nothing wrong with that.,1
The portrayal was convincing,1
It drags for 112 minutes.,0
It offers a lot to think about after the final frame.,1
"Quiet, confident craftsmanship that tells a charming tale of intergalactic friendship.",1
A portrait of a man who was engaging in his manner and flamboyant in his style.,1
The film never recovers from the ugly american abroad.,0
"Aimless, hard, and arbitrary.",0
A lot of the credit for the film's winning tone must be given to the man who first made audiences on both sides of the Atlantic love him.,1
A sports event.,1
I have always appreciated a well written motion picture.,1
poorly structured film,0
And as dull.,0
"It must be labeled realistic, innovative, and hip.",1
"Where the old adage ""Be careful what you wish for"" applies.",0
Its crowd was giddy.,1
The irreversible flow of history implies in its wake.,1
piercing,1
Its recycled aspects.,0
Its true-to-life characters.,1
There are limpid and conventional historical fiction.,0
pity anyone who sees this.,0
It is dark to be decipherable.,0
stranded with our lesser appetites.,0
They seemed to match the power of their surroundings.,1
"That begins as a seven rip-off, only to switch to a mix of the shining, the thing, and any naked teenagers horror flick from the 1980s.",1
kwan is a quietude and room noise master.,1
"It's simply stupid, irrelevant and deeply cynical.",0
"It is dark, brooding and slow.",0
There is a suitcase full of easy answers.,0
"A short cut would have resulted in a more focused narrative with less cultural intrigue, and there is plenty of room for editing.",0
The movie gods gave it to us.,1
Among the film's saving graces are the drumming routines.,1
It avoids the obvious with humor.,1
This dvd will get you excited.,1
I'm not sure which will take longer to heal: the bruise on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche.,0
That is of fake and purpose.,1
That's either surprise or delight.,1
The character of critical jim is pointless because it is lost.,0
It was enjoyable.,1
pathos-filled but life-affirming finale,1
It is easier to digest.,1
The other can out-bad-act the other.,0
"What a thrill ride, what an idea.",1
From a television screen.,1
"No better or worse than the truth or consequences, n.m.",0
"enters a realm where few other films venture, and comes across as darkly funny, energetic, and surprisingly gentle.",1
"It's fresh, funny and usually worthwhile.",1
A good person.,1
The most surprising thing about the film.,1
"Also, unfortunately.",0
A great American adventure.,1
imaginative.,1
His most difficult and daring performances.,1
Aimless and difficult.,0
It's too slight to be called a masterpiece.,0
Is it where ararat went astray?,0
It's enough if you prove it.,1
"He documented the suffering and cruelty of places in the world devastated by war, famine and poverty.",1
"There isn't an original character, joke or sarcasm in the entire movie.",0
A bloodbath.,0
Everything on an aircraft carrier is sentimental.,0
The novel has charm.,1
pathetic idea,0
An exercise that is bad.,0
A major waste.,0
Only a surprise.,0
As desirable.,1
"If you come away with the idea that Kate is very bright but that she has not been worth caring about, maybe she, janine and molly should be able to get along.",0
There are wonderful fencing scenes,1
It's contrived and predictable.,0
It is absolute joy.,1
humor and heart are both important.,1
Creative energy and wit are great for all ages.,1
"A poem of art, music, and metaphor.",1
laughed that hard for years.,1
This is a well-lensed gore fest.,1
"They were assured of the wrong things, and scared to admit how much they really need the company of others.",0
"Most of the time, fool's gold.",0
"When it grows up, know what it wants to be.",1
Its friendly jerking.,0
It is a surprisingly anemic disappointment.,0
A boring thing.,0
It's probably not accurate to call it a movie.,0
"It is given a new texture, new relevance, and new reality.",1
Would anyone cast the jackie chan in a movie filled with stunt doubles and special effects?,0
A good human being is a pianist.,1
What could have been a daytime soap opera is actually a story about a young woman's tragic odyssey.,1
A movie needs a story and a script.,0
"It's better to know what's coming, but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists.",1
A fantastic performance from ian holm.,1
It was well put together.,1
Is so rich with history.,1
Adults should appreciate its humor.,1
"The film is good, but what really distinguishes it is debrauwer's refusal to push the emotional buttons.",1
More mixed set.,0
This movie is about an adult male who is dressed in pink.,0
It's all meaningless.,0
A movie that gets enough distance from leroy's delusions to escape their influence.,0
Dramatic.,1
The numbing action sequence is mostly routine stuff that has been given to us before.,0
edits are made.,1
Is it persuasive?,0
Well-crafted and smart.,1
"Turn away from one another, and sit and stare.",0
There were some laughs and a smile.,1
It was derived from horror films.,0
It's not a great piece of filmmaking.,0
The movie is better than you think.,1
by a group of people,1
It is an intimate feeling.,1
It's recommended.,1
He used his ability to honor the many faceless victims.,1
"A mood in which an ominous, pervasive, and unknown threat is just below the proceedings and adds an almost constant mindset of suspense.",1
Teaching and ultimately humble.,1
Natural acting and first-class.,1
gross-out humor,0
The pretension is solemn.,0
about memory and regret.,1
"So far, it's the best of the year.",1
The film is a very real and amusing give-and-take with the byplay and arguments between vega and carmen and juni and cortez.,1
"In the weeks after 9/11, I would like to be a new yorker.",1
It fails to make this character understandable and to get under her skin.,0
Family fare is enjoyable.,1
A more mystical level.,1
Strong supporting players.,1
Watching the paint dry would be an improvement.,0
The movie is a mediocre tribute to films like them.,0
The film was well-behaved.,1
The genre of crime comedy wore out its welcome with audiences.,0
The entertainment is well-made and handsome.,1
You will forget the movie by the time you get back to your car in the parking lot.,0
I don't see how an actor of talent would ever work in a production like this again if they looked at how this movie turned out.,0
The Canadian's are inane.,0
The best horror movie.,1
amlie is a banal spiritual quest.,0
"Every joke is repeated, it's annoying.",0
Someone found a cult favorite.,1
Is familiar and tired.,0
"As sexy as lock, stock and two smoking barrels, but stylish and moody.",1
It is familiar.,1
imaginatively mixed.,1
A blanket is cold.,0
No idea what is happening in creation.,0
"I could keep a family of five blind, crippled, and amish, better than these british soldiers could.",0
The entire point of a shaggy dog story is that it does not go anywhere.,0
A century and a half ago.,1
sci-fi drama takes itself too seriously.,0
A look at female friendship spiked with raw urban humor.,1
I like a smart written motion picture.,1
The movie was bad.,0
Being neither.,0
It's not as charming as listening to a four-year-old.,0
A big heart.,1
Lawrence is mostly fool's gold.,0
The wrong things.,0
Kids-cute sentimentality.,1
raunchy and hilarious.,1
A wonderfully warm human drama that remains vivid in memory.,1
Stand up and scream.,1
Bad love.,1
"The film cares about how Ryan meets his future wife and makes his start at the cia, it doesn't care about the thousands of Americans who die hideously.",0
Do you want to think too much about what's happening?,0
"What makes shanghai ghetto move past a good, dry textbook and into the top tier of schools?",1
A mix of teen drama and sports movie triumph.,1
The rich have a lot of period details.,1
sick and twisted.,0
It was too skewed to ever get a hold of and it didn't mean much to me.,0
There are both laziness and arrogance.,0
Both fatal ailments.,0
It's not smart or barbed enough for older viewers.,0
This is a very satisfying picture.,1
"The trick when watching godard is to catch the pitch of his poetics, savor the pleasure of his sounds and images, and ponder the historical and ethical issues that intersect with them.",1
There are so many party tricks.,0
The trailer is moving fast.,1
This has a number of well-developed characters and some surprises.,1
No rooting interest.,0
The series of vignettes proves that it is not necessarily funny.,0
The thriller is entertaining.,1
This is not a stand up and cheer flick; it is a sit down and ponder affair.,1
The italicized version was robotic.,0
incompetent cops,0
It's mind-numbing.,0
She has become almost as operatic to us as her characters are.,0
common sense.,1
Striking.,1
The director's cut takes a great film and turns it into a mundane soap opera.,0
The lead actress has long limbs and a conspiratorial smile.,1
Well-meant but not original.,0
We can prevent the tragic waste of life.,0
There are thuds.,0
Setting distracts.,0
You are asked to suspend your disbelief as well.,0
The movie put another notch in the belt of the long list of rogue cops tales.,1
Both heartbreaking and touching.,1
This life is sad and addictive.,0
Told and retold.,0
joe dante's gremlins were similar.,1
In the series.,1
Written and directed with brutal honesty and respect for its audience.,1
Slow.,0
A single Iota worse.,0
Protect your community.,1
A bit repetitive.,0
It is elegant.,1
Cinema is meaningful.,1
The strongest film.,1
dumb gags,0
It is different from other genres in that it doesn't rely on dumb gags or character cliches; it relies on character to tell its story.,1
A stupid film.,0
This is a gross-out comedy.,1
It has always been remarkable about clung-to traditions.,1
Efficient.,1
Can go the distance.,1
with gusto.,1
A quirky movie will be made from curling.,1
helpful.,1
It succeeds through honesty.,1
frida gets the job done as a dramatized pbs program.,1
exceptional performances.,1
It's hard to imagine a more generic effort.,0
"Alternative medicine has its merits, but ayurveda doesn't help the field.",0
I would imagine searching for a quarter in a pile of elephant feces.,0
The value can be denied.,1
amusing for a while.,1
No amount of textbook psychologizing can bridge the gap between clean-cut dahmer and fiendish acts.,0
The portuguese master manoel de oliviera has major pleasures.,1
A comedy about food.,1
Add depth and resonance to the theme.,1
Unoriginal terms.,0
There are conflicting things.,0
A blair witch is a style adventure that plays like a bad soap opera with passable performances from everyone in the cast.,0
compelling investigation,1
The film should be able to capture the terrifying angst of the modern working man without turning it into a cheap melodrama.,1
There are no special effects or endings in the movies.,0
It has all the qualities of french cinema.,1
I didn't know what the next thing would be.,1
"To keep from laughing at the silly dialog or the convenient plot twists, bite your tongue.",1
masterpiece,1
As a friend.,1
Abandon will make you want to leave the theater.,0
"For excitement, it was rated.",1
The full monty was a smashing success.,1
Wendigo would like to be a monster movie for the art house crowd.,0
This film is worth viewing and enjoying at face value.,1
gary larson's far side humor is used by bergman.,1
Is a complete mess.,0
honestly,1
It's intriguing and fascinating.,1
The feature is slick and sprightly.,1
The writer-director is hilarious.,1
"A mix of realistic characters, good stories and compassionate people draw you in.",1
The film is gripping and compelling.,1
"terrible dialogue, hole-ridden plot, and convenient.",0
Have a bad movie.,0
for no apparent reason.,0
See a better film.,0
It drags.,0
It is still straining to produce another smash after being ushered in by the full monty.,0
Wertmuller's social mores and politics are reduced.,0
The feel of tragedy.,0
Had the ability to entertain.,1
lack depth or complexity,0
This is the best movie experience.,1
cerebral.,1
I'm positive.,1
Be better than 50 other filmmakers.,0
A believable mother/daughter pair.,1
That was a classic 1993,1
The movie is pretty funny.,1
"Unmentionables -- farts, boobs, and unmentionables.",0
The laws of laughter need to be followed more closely by future lizard endeavors.,0
It follows a flawed premise into melodrama and silliness.,0
Dinner guest.,1
A lot of things are degenerates.,0
A movie designed for children's home video is all the hallmarks of a movie that's also good for 3-year-olds.,0
Students that deal with first love sweetly and seriously.,1
Told with humor and pathos.,1
A sweet story.,1
It brings to the attention of both the gifted and no-nonsense human beings that they are and the contribution they have made to our history.,1
The film has problems.,0
Don't analyze this.,0
There are deep deceptions of innocence.,1
Washington has a new career ahead of him.,1
It sounds like horrible poetry.,0
To cause sparks.,1
The portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends is playful and haunting.,1
She seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business,0
So intimate.,1
It doesn't compromise that complexity.,1
Most boring.,0
"Love, family.",1
"A murder mystery, a love story, and a meditation on the deep deceptions of innocence make for a full experience.",1
", charming",1
"It seems as though it's been two years since it was last seen, as it begins to appear as if it's been that long.",0
The movie will stand as an eloquent memorial to the world trade center tragedy in the future.,1
A dull girl.,0
You're looking for a movie that will let you release your anger.,1
", moving tribute",1
Is it intriguing?,1
We only know that we are an evil and crazy person.,0
The cumulative effect of the movie is depressing.,0
It's funny and familiar.,1
spinning a web of entertainment.,1
Make fun of me for liking showgirls.,0
A visionary with a story full of twists and turns.,1
She sees it as a chance to revive what has always been remarkable about clinging to traditions.,1
The big brother is a stalker thriller.,1
mediocre,0
The songs are easy to film.,1
To see the turd under a truck.,0
Every point tends to be hit by the bore.,0
The characters take joy in this creed.,1
The writer of the comedy was John malkovich.,1
A romantic comedy.,1
There is no solace here.,0
"Since abel ferrara had her beaten to a pulp in his dangerous game, madonna has given her best performance.",1
In attention.,1
He is confused in death to kiss into something ugly and mindless.,0
Get lost in its own making.,0
It was woozy.,0
Is it relying on formula?,0
You will love this movie if you grew up on Scooby.,1
"It gives a taste of the burning man ethos, which is an appealing blend of counter-cultural ideals and hedonistic creativity.",1
An interesting technical exercise.,1
"Weighted down with slow, uninvolving and flat acting.",0
Why did they think it was necessary to document all this emotional misery?,0
It's a visual treat for everyone.,1
Our culture is headed down the toilet with a frozen burrito after a night of partying.,0
You have places you have been and also places you have not been.,1
Is that done?,0
It was awkward and filled with laughs.,0
The subtlest and most complexly evil uncle.,1
in a dead-end existence,0
It was an interesting technical exercise.,0
It is difficult to do the painstaking.,0
The same stuff you can get for a buck in the theater lobby is available there.,0
You will regret.,0
Do all three well.,1
The old police academy flicks were funnier.,1
The anti-feminist equation is in romantic-comedy duds.,0
A sweet and modest.,1
Popcorn movies are fun and have a touch of silliness.,1
It strikes a potent chemistry with molina.,1
It's rare to see a film that is gentle.,1
The performance was always surprising.,1
kang,1
It looks good.,1
Well-crafted letdown.,0
Salt is put into the wounds of self-conscious material.,0
Hate about it.,1
His impressions of life and time with us.,1
The gravity of crudup's performance.,1
There may be a new mexican movie theater.,1
flailing reputation.,0
"If the director had done a bit of midnight run and 48 hours, he might have been able to save the movie.",0
It's a well-deserved reputation.,1
It is very funny.,0
More engaging and deeper.,1
Their statements are mostly self-centered.,0
insightfully.,1
His detractors always accuse him of making movies like that.,0
Arresting.,1
A delightfully unpredictable comedy with wonderful performances that tug at your heart in ways that surpass gender labels.,1
worthy predecessors.,1
I am a idol.,1
Wladyslaw Szpilman is a pianist and a good human being.,1
"It's quite an achievement to set and shoot a movie at the cannes film festival, but fail to capture its visual appeal or its atmosphere.",0
"It's one of the best war movies ever made, if you call for prevention rather than blame.",1
It is a frighteningly fascinating contradiction.,1
Adams is just copies from different sources.,0
Trashy fun.,1
It is a psychological study of grief.,1
"The problem with formula 51 is not that it is offensive, but that it is boring.",0
angelina has a surprising flair for comedy.,1
It is a warm place with music and laughter and the love of family.,1
The performance was delicious.,1
Some kind of grandioseness.,1
Worshipful.,1
A gripping documentary.,1
A satire of Brazil.,0
A young woman with a lot of charm.,1
Not a nightmare.,0
Its brain is disorganized.,0
David Met's games are airless cinematic shell games.,1
A love story as positive as its title suggests.,1
The movie is not finished.,0
"If you are not an eighth grade girl, you will most likely doze off during this one.",0
We have no idea who the main characters are until the film is done and it's difficult to stop watching.,1
Stay away.,0
Some plot blips gets under your skin.,0
That promise was pretty much fulfilled.,1
It was hard time.,0
Parts seem to have been lifted from terry gilliam's subconscious and put into buuel's shell.,1
It will hold up over the long haul.,0
It feels like acting is the heart and soul of cinema.,1
boasting many genuine cackles,1
Religion that dares to question an ancient faith.,1
The cause of women warriors will likely be set back decades.,0
It should be a large cut above the rest.,1
genuinely unnerving.,0
It would be lost on the target audience.,0
cheap looking.,0
The film is not very active and the city is very interesting.,0
The whole thing didn't exist.,0
It shows us a slice of life that is very different from what we're used to.,1
big fat ache.,0
Independent or not.,1
There is a crude storyline.,0
The film was incongruous and unfulfilling.,0
A brilliant college student.,1
It's funny in many teenage comedies.,1
far away.,0
Sorvino is first-rate.,1
transparent attempts,0
Feel bad for mick jagger,0
can relate.,1
It feels accidental.,0
Be said to waste jennifer's time.,0
Most entertaining moments.,1
"Until the final act, there is nothing disagreeable.",0
More impact.,1
"You are descended from a family that eats, meddles, argues, laughs, and fights.",0
The 90-minute postmodern voyage was more thought- provoking than I had expected.,1
It was inadequate.,0
You don't have to feel like you've lowered your entertainment standards to watch it.,1
It is hard to dismiss -- thoughtful.,1
It was sunk by a lot of scene-chewing.,0
The gang.,0
ukkah,1
The moral amorality of the work is peculiar.,1
There is virtually nothing to show.,0
The story was hackneyed.,0
It is most remarkable not because of the scope but because of the intimate nature.,1
Dumb.,0
Tension is veiling.,0
preserving a sense of mystery,1
His exercise should be justified.,0
Good feelings.,1
Modern art.,1
"Save your disgust and your indifference if you pique your interest, your imagination, or anything.",0
Work the words that mean radical or suck.,0
Both wise and elegiac.,1
The creative act.,1
A must-see film.,1
Is there a tendency for them to slip into hokum?,0
", luridly colored nonsense.",0
Its cast is superior.,1
is an original work.,1
's manic and energetic.,1
It's a gem that has no lectures or confrontations.,1
"Behind the music episode, actors in bad bear suits parody a vh1",0
"In the hands of a brutally honest individual like prophet jack, has merit and might have made a point about life.",1
Relating terrorist motives.,0
It was a chore to sit through.,0
Wendigo is a new kind of horror film that is very smart and novel.,1
"At once subtle and visceral, the film never succumbs to the trap of the maudlin or teary eyed, offering instead with its steadfast gaze a measure of faith in the future.",1
The cast was solid.,1
Is worth looking for.,1
"Technically, it's possible.",1
It was laughs.,0
It's not much more than punishment.,0
The music makes a nice album.,1
mike is a movie that is not really new.,0
"The plot is equally hackneyed, as evidenced by the way Murphy did the shtick to death.",0
There is no doubt that krawczyk deserves a lot of the credit for the film's winning tone.,1
I thoroughly enjoyed the love story.,1
Sheridan had a great account to work from.,1
Sequences that are stylized.,1
To see the beauty of his images.,1
sinks into by-the-numbers territory.,0
It was more enjoyable than I anticipated.,1
The downfall of one man was brought about by his lack of self-awareness.,0
Men in blackii achieve ultimate insignificance -- it is the sci-fi comedy spectacle as whiffle-ball epic.,0
One in three gags in white's intermittently wise script hits its mark and the rest are padding appropriated from the teen-exploitation playbook.,0
A timeless and universal tale of heated passions.,1
It's a sentimental drama that can be enjoyed as comfort food.,1
"With terrific flair, manages.",1
"Its sensitive acting, its unadorned view of rural life and the subtle direction of first-timer hilary birmingham are all what it is.",1
It falls short on both sides.,0
Excellent series.,1
Is it possible that we have all the answers?,0
The first actor to lead a group of friends astray.,0
Is it possible to have dumped a lot of plot in favor of outrageous gags?,0
The person making the film would disagree.,0
Connection or identification is frustrating.,0
Provide information.,1
It turned out to be a one- trick pony.,0
It's hard to resist.,1
It was able to spoof both black and white stereotypes.,1
The kid fromdawson's creek is expecting a slice of American pie hijinks.,0
short run,0
It is a fake and dishonest.,0
... starts on a high note and sustains it nicely.,1
Then you're going to have to go through a lot.,0
The writer and kline's agent should be jailed.,0
It was a lot funnier.,0
Can do more damage.,0
"A strong and confident work which works well for the first 89 minutes, but ends in confusion.",0
Encouraging to see a middle-aged woman's experience of self-discovery handled with sensitivity.,1
"quiet, confident.",1
A legal drama.,1
An exercise in cynicism as ugly as the shabby digital photography and muddy sound.,0
The audience falls asleep while the guy gets girl and the guy loses the girl.,0
You can't believe anyone more central to the creation of bugsy than the caterer.,0
Everyone making a movie feels like they lost their movie vibe.,0
You don't care who shoots the winning shot.,0
She is working to develop her own film language and can only encourage us to see that.,1
A ghost story went badly awry.,0
"Jackson served as an executive producer, and affords to watch him perform abroad.",1
A thoroughly winning flight of revisionist fancy.,1
It's as bad as adults.,0
deliberately and skillfully.,1
"insomnia is one of the best films of the year, and pacino gives one of his most daring and complicated performances.",1
There are too many films.,0
", banal excuse.",0
A portrait of a modern Israel that is rarely seen on-screen.,1
huppert is magnificent.,1
The film is never better than a conventional tale.,0
smile-button faces,1
The film was harsh and refused to seek our tears.,1
mike shoots and scores,1
The premise is not too original.,0
"Once ice-t sticks his mug in the window of the couple's car, he starts haranguing the wife in bad stage dialogue.",0
"A solidly constructed, entertaining thriller that stops short of true inspiration.",1
Leave us with a sense of wonder.,1
barney's spectacle is self-indulgent.,0
It is not unusual for a few four letter words thrown in that are not heard on television to smack of a hall of fame.,0
Did they care?,0
It's precocious.,0
dog soldiers does not go down the route of genre.,0
A sense of humor that is twisted.,1
The power-lunchers don't care.,0
Performers who rarely work in movies now.,1
"It comes out looking like something completely original, thanks to its old-fashioned themes.",1
They have carved their own niche in the world and have been kind enough to share it.,1
utilizing,1
"Balance pointed, often satire and unabashed sweet.",1
The paint is dry.,0
His performers are in the same story.,1
It was bad and bad.,0
kahlo's lifetime milestones were ticks off by a tax accountant.,0
michel.,1
(...),0
An artist who is deeply humanistic.,1
"The good and different idea of middle-aged romance is handled badly, except for the fine star performances, and there is nothing else to recommend.",0
idiots do not care what kind of sewage they shovel into their mental gullets to get sustenance,0
A film that uses its core conceit to probe questions of attraction and interdependence and how the heart accommodates them.,1
As brave and challenging as you could possibly expect from American cinema.,1
The only thing to fear is hitting your head on the theater seat in front of you when you doze off 30 minutes into the film.,0
Personal tragedy.,0
It's well suited to capture these musicians.,1
It is repetitive.,0
It's more enjoyable than I expected and it's because of the basic comedy constructs.,1
Its charms are not to be dismissed despite modest ambitions.,1
The situation between conservative Christian parents and their gay and lesbian children is irreconcilable.,0
joyful.,1
It also rocks because of the presence of the king.,1
They could've been in a bigger movie.,0
It's hard to be emotional.,0
As a pink slip.,0
The audience was listening.,1
Your pulse is always racing.,1
Don't miss it.,1
It's interesting.,1
The package contains interesting and timely content.,1
"It's first-rate, especially sorvino.",1
Anyone who has ever thought that hollywood was overrun by corrupt and hedonistic weasels.,0
The thrillers of recent years are outstanding.,1
purports to be.,1
It's not enough substance here to sustain interest for the full 90 minutes.,0
The best of herzog's works.,1
There's plenty to enjoy.,1
It was designed as a reverie about memory and regret.,1
It lacks the authority of a genre gem.,0
"It is an homage to the love and compassion that comes from years of seeing it all, a condition only the old are capable of.",1
That it produces two fake storms to underscore the action.,0
"Why did hollywood not think of this sooner, because of the paranoid claustrophobia of a submarine movie?",1
Excellent.,1
"Incoherent, incompetent, or just plain dumb.",0
"If not always fairly, play out.",1
imitation movie,0
Let the subtitles fool you.,0
A sad one.,0
It is a shame that the storyline and its underlying themes seem so impersonal or even shallow.,0
It was very honest.,1
A nice story.,1
"Better effects, better acting, and funnier characters.",1
As 9 it was tiresome.,0
His sentimental journey of the heart is brought to us by the mix of humor and pathos.,1
A snail's pace is what the plot is at.,0
"A movie does not tell the truth about two love-struck somebodies, but gives them time and space to convince us of that.",1
blaxploitation flicks are in the bottom tier.,0
It was an awkward structure and a final deviation.,0
It is beautiful and mysterious.,1
It is very original.,1
It's the kind of movie that you enjoy more if you're one of the lucky few who's seen it.,1
"A pastiche of children's entertainment, superhero comics, and japanese animation is a cult item.",1
A lot of work.,0
sitting through this,0
It's hard to imagine any recent film that makes as much of a mess as this one.,0
Dong doesn't push for insights beyond the superficial tensions of the dynamic he is analyzing.,0
He can make one mediocre movie after another.,0
It also rocks because of the presence of the king.,1
remarkable performances.,1
Probably the worst film.,0
The three leads produce good performances.,1
It's confusing.,0
A young man with a sharp intellect is at the root of his self-destructive ways.,1
"When you're rooting for the film to hurry up and get to its subjects, it's a bad sign.",0
Significant work.,1
It is pleasant.,1
