sentence,label
Do you think someone was looking for something?,1
I have never met the man who tried to kill.,1
I won't have any money.,1
I would like to ask you to believe that he tried to force me to give her money.,0
Do you think he went alone?,1
It's odd that he went there alone.,1
He went there alone.,0
I never met the man who tried to kill.,0
Tom told someone that he wasn't sick.,1
Someone laughed when Buffy couldn't do 100 push ups.,1
Tom said he wasn't sick.,0
Buffy couldn't do 100 push ups.,0
I think the sun was out.,1
I thought the sun was out.,1
I thought the sun was out.,1
The sun is out.,0
It's obvious that I believed the sun was out.,1
The fact that I believed that the sun is out is obvious.,1
It is impossible that Jack would sometimes sleep.,1
It's impossible that Jack ever slept.,1
It is possible that Jack ever slept.,0
I talked to him about something.,0
I talked to him.,0
It was obvious that the sun was out.,1
John and Mary scratched their arms.,1
Mary scratched her arm as well.,1
Mary rubbed John's arm.,1
John scratched his arm and the boy who knew Mary scratched her arm.,1
John scratched his arm and the boy Mary knew did the same.,1
It didn't bother Mary that the fuzz wanted him worried.,1
Mary didn't worry John because the fuzz wanted him to.,1
The boy who Mary knew didn't worry the police who wanted him worried.,1
"John is proud of being gone, even though he didn't think he would be.",0
John was proud to have gone than he thought he would be.,0
John was more proud of having gone than he anticipated.,0
John was more proud of having gone than he expected.,0
John is proud of having left than he was expecting.,0
"John is proud that he went, rather than believing that he wasn't.",0
John is proud that people who don't know him wouldn't think he would be.,1
John is proud of having left than Sally expected Joan to believe.,1
John is very proud that he didn't fall asleep when he went.,1
"Tom, Dick, and Harry all know it.",1
Tom and Dick washed the car.,1
"Tom ordered bacon, Dick ordered lettuce, and Harry ordered tomatoes.",1
"Tom, Dick, and Harry are aware of it.",1
Tom and Dick washed the car.,1
"Tom, Dick, and Harry ate and drank.",1
"Tom ordered bacon, lettuce, and tomatoes.",1
"I think that Tom, Dick, and Harry all ordered lettuce.",1
I think that Tom ordered Harry tomatoes.,0
Joe is taller than Mary.,1
Joe is taller than Mary.,1
I think Mary is taller than Joe.,1
I think Mary is taller than Joe.,0
"If you will sing, Mike will sing.",1
"If you will, Mike will sing.",1
Jim will go if he's feeling good.,1
Jim will go if he feels good.,1
I gave the book to Harvey because he asked me to.,1
I didn't think that Harvey would want to leave because of other people's desires.,1
"I might want to leave Harvey because he is sensitive to other people's desires, but it never occurred to him.",0
I knew she was lying.,1
I told Bill that she was telling the truth.,1
I assumed that she was lying.,1
I regret she was lying.,1
"If he sees a hot dog, he'll bring me one.",1
"If he sees a hot dog, he'll bring me one.",0
He'll bring me a hot dog if he sees me.,1
He will bring me a hot dog if he sees one.,1
"After ten soldiers had left, seven more came in.",0
"After ten soldiers left, seven more came in.",0
"After ten soldiers left, seven came in.",0
Seven more soldiers came in after ten had left.,0
"After ten soldiers had left, seven more came in.",1
"After ten soldiers left, seven more came in.",0
Seven more soldiers came in after ten had left.,1
No one else believes that Sally is innocent.,1
Harry believes that Sally is innocent.,1
Harry believes that Sally is innocent.,1
"After Henry had done it, Webster touched a sword.",1
"After Henry had touched a sword, Webster did it.",1
"After Henry had done it, he touched a sword.",1
"If it is, I have lost $500.",1
I've lost $500 if it happens.,0
No one believes that Sally is innocent.,1
No one else thinks Sally is innocent.,0
Harry thinks that Sally is innocent.,1
Harry thinks that Sally is innocent.,1
Henry had touched a sword.,1
"After Henry had touched a sword, he did so again.",1
"After Henry had done that, Webster touched a sword.",1
I'll work on it if I'm able to.,1
"If no one else has worked on it, I will work on it.",1
"If you do, I'll work on it.",1
"If no one else did, I'll work on it.",1
"If Same will be too, I'll work on it.",1
I will do my best to work on it.,0
I will work on it if I can.,1
I will work on it if I can.,1
The boy who loves Mary hates her.,1
The man got a hot dog.,1
"I don't believe Tom, he says it's going to rain.",1
He said he would leave and did so now.,1
"I think that is a swell guy, too.",1
The man who usually cuts the grass can't do it today.,1
Whitey will sign tomorrow.,1
Ronald does not believe that he would run if nominated.,1
He admitted that they were going steady.,1
I lost a Japanese slide rule and Peter now has one that I am suspicious of.,1
"The earth is flat, but will people raise their hands if they don't believe it?",1
It would be hazardous for me to try to do a barrel roll in a glider.,1
The passengers who had known that the train wasn't on fire barricaded themselves in the bathroom because they thought the train was on fire.,1
"Playing with matches is enjoyable, but doing and emptying gasoline from one can to another at the same time is a sport that is best avoided.",1
"I believe that anyone can swim, and that they should be taught to.",1
How brave he is!,1
He dances well.,1
Whether he left!,0
Why does he know the answer?,0
Which boy is taller?,0
You expect me to believe that he is brave?,1
How brave they must think that you are!,0
They must believe that you are brave.,1
He is brave and tall.,0
Sam is cowardice and Mike is brave.,0
How brave he is!,1
Bill left when people will think the police forced him to confess.,1
Bill left when I was looking at the girl who vomited.,0
Bill left when I thought the bomb had exploded.,1
Bill left when I thought the bomb had exploded.,0
Bill will leave when I am awake and Susan is asleep.,1
Bill will leave when I am awake and Susan is asleep.,0
Bill left when no one else was awake.,0
Bill left when it was certain that no one else was awake.,1
You can use this knife to cut up onions.,1
I brought a razor to shave myself.,0
I brought a razor.,0
I had a razor to shave myself.,1
I had a razor with me.,0
I had a razor for John to use.,1
I brought John a razor.,0
I brought a razor to shave John.,1
I had a razor to shave myself.,0
You can cut up onions with this knife.,0
"If you want Bob to force his sister to stop eating cookies, here's a plate to make it happen.",1
The knife was on the table.,0
The pole is for you to kiss the girl who tied the string.,0
You can use this razor and cleaver to cut these nuts.,0
You will be shaved with this razor.,0
You will be shaved with this razor.,0
I lent a knife and corkscrew to the lady.,0
Few people realize that Fluffy is sick.,1
Sarah expects me to believe Joan that Fluffy is sick.,1
I slapped a boy who wouldn't acknowledge that Fluffy was sick.,0
I believe that few people realize that Fluffy is sick.,1
Tom suddenly realized that Fluffy is sick when I fell asleep.,0
No one is certain about Fluffy being sick.,0
"Fluffy is sick, which makes no one realize.",1
Nobody knows Fluffy is sick.,1
Nobody knows Fluffy is sick.,0
"Fluffy is sick, as not everyone knows.",1
"Fluffy is sick, and I am surprised.",0
Tom said that Al wanted him to put Jack on the hat.,1
Tom said that Al wanted him to make Jack wear this hat.,1
Tom said that Al thought he wanted him to put Jack on.,1
I know the boy who is wearing this hat.,0
I believe he was wearing a hat.,1
The boy was wearing a hat.,0
I believe he was wearing a hat.,1
I know the boy who was wearing this hat.,0
I think he was wearing a hat.,1
The gloves and the hat were on the table.,0
The gloves were on the table.,0
He was wearing a hat that is certain.,0
It is certain that he was wearing this hat.,1
He was wearing a hat.,0
He was wearing a hat.,1
It is certain that he was wearing this hat.,1
I stole John's bike.,0
John's was the person who I stole the bike from.,0
John stole a bike.,0
His father was a doctor.,1
His father was a doctor.,1
The man who won the prize for astrology was named Maxwell.,1
The doctor is not half the person.,0
He's quite the doctor.,1
He isn't much of a doctor.,1
He is more of a doctor than his son is.,1
The doctor that was here wasn't the only one.,0
The doctor that polished off the vodka was not the whole person.,0
The doctor who was sat down was half the doctor.,0
Marge was worried that Tom would tell her he knew Bill expected him to be.,1
I know an African chief who is half the doctor that Maxwell is.,0
"People here think that his father was a doctor, but that's not true.",1
He isn't as close to a doctor as his sister is and his father was.,0
He would be a half doctor if he studied.,0
I'm pretty sure that he would be a good doctor if he studied.,1
He's the sweetest person I've ever seen.,1
The snowiest day ever was January 12th.,1
He told me about it snowing around here on January 12th.,1
He's happy we talked to the boy who saw him.,0
I believe that he's the happiest he has ever been.,1
The man who said that it had snowed was the hardest to know.,0
I believe the hardest snow was on January 12th.,1
He's the happiest I've ever seen him.,0
The hardest it was for the power lines to be down was January 12th.,0
He is believed to be the happiest that he has ever been.,0
He is happy that it is believed that he has been.,1
It is believed that last January 12th was the hardest snow.,0
It is believed that it was the hardest snow to have here.,1
A friend of mine and a girl from his town met a person in Vienna who was working in Europe.,0
A friend of mine was working in Europe and a girl he met was from his hometown.,0
He loved another and she loved him.,0
It was obvious that he loved another person.,0
Mary and her friend kissed.,1
Mary kissed an old friend.,0
A picture of a covered bridge and a bunch of hikers was given to my sister.,1
I gave a picture of a bridge to my sister.,0
Joan plays and sings folk songs.,0
"Sally might be pregnant, and I know a girl who is.",1
"Sally could be, and I know a girl who is pregnant.",0
I believe the claim that Sally is pregnant.,1
I think that both Sally and Sheila are pregnant.,1
"Sally is tall, and may be, and short, and blond.",0
"Hank plays the guitar and finds arrangements for all the old folk songs which are still sung in these hills and he and his friend, Ernie, write down all the old folk songs which are still sung.",1
Hank plays the guitar and finds arrangements for folk music that is still being sung in the hills.,0
They said that Tom would pay up.,1
They said that Tom was working.,1
They said that Tom would pay up.,1
They said that Tom would pay up.,1
They said that Tom was still working.,1
Everyone will tell you that Tom's lawyers expect him to pay up.,1
"I know a boy who paid up, but they said no one would pay up.",1
"They said nobody would pay, but I know a boy who did.",0
"They said that Tom would pay up, and I believe that he did.",1
"They said that Tom wouldn't pay up, but that he did and paid up.",1
"They said that Tom would not pay up, but he did and went to the bank.",1
They said that Tom would pay up.,0
"They said that Tom would pay up, and he did.",1
I'm going to marry Herman even though Dick is handsome.,1
Dick is handsome but I'm going to marry Herman.,1
I'm going to Marry Herman and I'm not going to try to force Bill to agree with Mom.,1
I'm going to marry Herman even though I know several boys.,0
I'm going to marry Herman because I believe in him.,1
I'm still going to marry Herman even though Dick is handsome.,0
"I'm still going to marry Herman, even though Dick is likely.",0
"The more we pretended to be happy, the more angry we became.",1
The nurse thought that we were getting angry and I chuckled at her.,0
"The nurses began to believe that we were going to pretend to be, which caused us to grow angry at the doctors.",0
We grew more angry at the doctors as we pretended to be better fed.,0
"The more we were contented, the more angry we became with the doctors.",0
I have papers to grade.,1
I have some papers to give to my grade.,0
I have papers to finish.,1
I'm going to consider college.,1
I have some papers that I have to grade.,0
I have some voice exercises to do.,0
I will give John's a grade.,0
Red would probably be surprised that people had begun expecting him to announce that he was.,1
The desk was smaller than the sofa.,1
The desk was shorter than the sofa.,1
I know a boy who is taller than Willy.,0
I believe that Bill is taller than Wilt.,1
"Bill is strong, but Willy is taller.",0
Frank ate wheaties and Sammy drank booze.,0
Bill is believed to be taller than Willy.,0
It is generally believed that Bill is taller than Wilt.,1
Bill is taller than Willy.,1
Scrooge gave Tom's father a raise which increased his salary by five cents.,1
He forgot that the tortoise was still in the race after the hare outran it.,1
Mickey would overthrow home plate by a lot.,1
Bill is taller than Willy.,1
John is taller than Bill.,1
Bill is taller than Joe by a factor of two.,1
Joe is taller than Dan.,1
Everyone seems to expect me to admit to having publicly proclaimed that I believed.,1
I know a boy who thinks Bill is taller than Dan.,0
"Billy is taller than Dan, according to Peter.",1
I know Billy and Dan are taller than Bill because I watch all the games with them.,0
It is believed that Bill is taller than Dan.,0
It is believed that Joe is taller than Dan.,1
The rock was too heavy for someone to pick up.,1
I don't want to help Bob pick it up because it's too heavy.,1
I don't want to help Bob pick up the rock since it's too heavy.,0
We can't claim that this rock is the one we picked up.,0
I don't want to mix it with water in a teacup because of the peppy qualities of sodium.,1
I don't want to try mixing water and Sodium in a teacup because it's too peppy.,0
He can't pick up a small amount of ice because it's too big.,0
He won't be able to pick it up with a spoon because it's too big.,0
Bob is not thin enough for me to squeeze into his jacket.,1
Bob is too small for me to squeeze into a jacket.,0
The rock is light enough forMarcia to pick it up.,1
The rock is light and easy to pick up.,1
The socks are ready to wear.,1
The socks are prepared for you to put them on.,1
The socks are ready for you to wear.,1
The socks are ready for you to wear.,0
It's time to try the socks and shoes on.,1
The shoes are ready for you to try.,0
John is ready for you to look at his bunk.,1
John is going to let you inspect the bunk.,0
The socks are for you to wear.,0
It is difficult to play the violin.,1
The violin is difficult to play.,1
This violin is easy to play on.,1
It is difficult to play the violin with the Sonatas.,1
The violin is easy to play.,1
The violin is hard to play.,1
I made it very easy to get along with John.,1
I made it easy to get along with John.,1
John is easy to get along with.,1
John tried to play checkers with Bill.,0
John tried to get Bill to play checkers.,0
Bill would be easy to speak with in Moscow.,0
It would be easy for it to cost you more in Moscow.,0
My father and mother are both Greek.,1
My mother grills my father if he comes home late.,0
"After getting to our seats, the rain started.",0
I knew that my father was an owl.,0
I said that my father was an owl.,1
He likes beans.,0
"If my neighbor brings back more than one deer, I'm going to write to the Game Warden.",0
Mary gave flowers to a boy.,0
Mary gave flowers to the boy.,0
The informers that they never use are claimed by the CIA.,0
I don't see my father and mother when they aren't glaring at each other.,1
"I've accompanied myself on the guitar all my life, and I've sung folk songs on it.",1
My father has lived here all his life and is well-known to the cops.,1
Someone stole my wife's handbag.,1
The janitor told the cops about the robbery.,1
The janitor was talking to the cops about the robbery.,1
The janitor was talking to the cops about the robbery.,1
The cops are terrible for speaking to the janitor about the robbery yesterday.,1
That the cops talked to the janitor about it is terrible.,1
The janitor told them about the robbery yesterday.,0
He was let go yesterday.,0
They let him go yesterday.,0
I like beer.,0
I like beer.,0
We'll go together.,0
They can't stand each other.,0
They can't stand each other.,0
You and I will do it together.,1
You and I will do it together.,1
He and she can't stand each other.,1
They can't stand each other.,1
They let him go yesterday.,0
They let him go yesterday.,1
I like beer.,0
I enjoy beer.,1
We'll go together.,0
We'll go together.,1
They can't stand each other.,0
They can't stand each other.,1
I saw your friend from Boston.,0
"Your friend from Boston, Mary and him, I saw them yesterday.",1
Your friend from Boston has a car in the driveway.,0
Your friend from Boston noticed his car in the driveway.,1
I spoke to the guy who's always following us about the war.,0
The guy who's always following us spoke to me yesterday about the war.,1
The girl who Long John said was a Martian made all the headlines.,1
I won't allow the students to register next term because the papers they submitted were bad.,1
Didn't the guy who was watching the flying saucer crack up be the one who saw it?,1
Palmer would be stupid if he were to stay in school.,1
"If you see King Kong, you'll be laughing so hard you'll vomit.",1
The smartest of us got the answer in seven seconds.,1
The smartest person in the world got the answer in seven seconds.,1
Any student who wears socks is a swinger.,0
Students who wear socks are not swingers.,0
Students who wear socks are swingers.,0
Any student that wears socks is a swinger.,0
"He is a swinger, no student, and he wears socks.",0
"Clarence is wearing socks, a swinger.",1
There are pine trees behind the barn.,1
There are seven trees behind the barn.,1
There are seven pine trees behind the barn.,1
Jack has a hole in his pocket.,1
Jack has a hole in his pocket.,0
Jack has a hole in his pocket.,1
There are seven pine trees behind the barn.,0
There are seven pine trees behind the barn.,0
Jack's pocket has a hole in it.,1
There is a hole in John's quilt.,0
John's quilt has a hole.,0
John's quilt has a hole in it.,1
John has a hole in his quilt.,0
John has a hole in his quilt.,1
The door and window have holes.,1
There are seven holes in the door and window.,0
There is a blemish on Jerry's sister's nose.,1
Jerry has a blemish on his sister's nose.,0
Jerry's sister has a blemish on her nose.,1
Toby bought a rug in Boston.,1
There was an error in the proof presented.,1
Fred was sitting in a car.,1
The proof John presented was an error.,1
There was an error in the proof Sarah presented.,0
The snake was behind the car.,1
Fred was sitting in a car with a snake behind him.,1
The dog was wearing a yellow collar.,1
The time bomb was sitting in a car with a snake behind it.,1
The dog was injured by the yellow collar on the car.,0
The stone has a hole in it.,0
The time bomb was behind the car and had a snake behind it.,0
Several hundred people yelled for me to put down.,1
The hot potato which the people were yelling for me to put down turned out to be filled with something.,1
Hundreds of people were yelling for me to put the hot potato down.,0
The two danced.,1
The two danced with each other.,1
The two danced together.,0
And the two danced together.,0
She wears an old fedora and I don't like it.,1
The only girl that doesn't like me wearing that old fedora is Annabelle.,0
The only girl who does not like me is Annabelle.,0
I would like for there to be no chatter.,1
He gave her my binoculars.,1
He gave her a pair of binoculars.,1
Which girl got my binoculars?,1
Which girl received my binoculars?,0
He gave the girl my binoculars.,1
Bill confirmed that Roger had eaten the cake.,1
Bill claimed that Roger had eaten the cake.,1
Bill claimed that Roger had eaten the cake.,1
Bill confirmed that Roger had eaten.,0
What did Bill say that Roger had eaten?,1
Bill didn't confirm that Roger had eaten anything.,0
It wasn't reported that anyone had left.,0
There was no report that anyone had left.,1
"If you swear at me, watch his step.",1
I want all the students who have tried to pat Fido to show me their scars.,1
Travelers who have been robbed do not carry machetes.,0
Travelers don't carry machetes.,1
I don't remember the name of the person who had doubts.,0
I can't remember who they were.,1
All of the people who have ever worked in an office which had a typewriter and had a administrator sign any letters which were typed on it will know what I mean.,1
There is never enough money for a student to go to Europe.,1
Every student who goes to Europe has money.,0
I did not eat ice cream or cake.,0
I realized that the crops had been destroyed by the rain.,1
I didn't know that it had rained.,1
I did not eat ice cream or cake.,1
I didn't eat cake or ice cream.,0
I didn't eat ice cream or cake.,0
I did not eat ice cream or Mary's cake.,0
I did not eat ice cream or cake.,0
They met in Vienna.,1
John met Mary.,1
Few writers and playwrights are in Vienna.,0
Writers don't meet playwrights in Vienna.,1
My brother and a few Americans meet.,0
"In Vienna, my brother met a few Americans.",1
No writer or playwright speaks clearly.,1
No writer or playwright speaks clearly.,1
Bill knows Mary and himself.,0
Bill understands Mary.,0
Bill and Mary washed themselves.,0
Sarah was tickled by Andy.,0
The gun and description were on the bureau.,0
Bill thinks that Anna and he are similar.,1
Bill thinks Anna and him to be the same.,1
Bill thinks Anna and himself are similar.,0
I don't think Bob has any money.,0
I don't think it's certain that Bob has any money.,1
I don't deny that Bob has some money.,0
Tom won't force you to marry a student.,1
Tom will force you to marry someone else.,1
The writers of the reports didn't know the answer.,0
None of the writers of the reports.,1
Tom will not allow you to marry a student.,1
It's not certain that you'll marry a student.,1
It is not certain if you'll marry a particular student.,1
It's certain that you won't marry a student.,1
You don't know that you will marry a particular student.,1
I gave John a picture of a bald man.,1
The man I gave the picture of was bald.,0
The man in John Ed's picture was bald.,0
Jack got a picture of himself.,1
I gave Jack Ed a picture of himself.,0
I did not give Jack a picture of anyone.,1
I did not give Jack this picture.,0
I hope I'm not walking in someone's shoes.,1
The poison pen letter was written by my sister and him.,1
The poison pen letter was written by my sister and myself.,1
It's obvious that the sun was out.,1
Nobody knows if anyone ever left at all.,1
It's not certain if anyone left at all.,1
It is impossible that anyone ever left.,1
I'm surprised that anyone has ever left.,1
Bob cooked yesterday and it tastes good tonight.,1
"Tonight, what Bob cooked yesterday still tastes good, so he will eat it.",1
"Bob's cooking still tastes good tonight, so he will eat it up.",1
Martha gave Myrna an apple.,1
Lane got the ball.,1
Lane threw the ball.,1
Terry was given a headaches by the noise.,1
The noise made Terry feel uneasy.,0
The ball was thrown to third base.,1
The ball was kicked to third base.,1
I took the bike from the beach to my house in the mountains.,1
I shipped the bicycle from the beach to my house in the mountains.,1
Fred threw the ball on the porch.,1
The ball was thrown behind the tree by Fred.,1
Fred threw the ball.,1
Fred kicked the ball.,1
Fred kicked the ball.,1
Fred kicked the ball.,1
The ball was thrown off the bench.,1
The ball was thrown out the window.,1
The ball was kicked out of the window.,1
The box was removed from the shelf.,0
The box was sent out of the storeroom.,0
The box was on the shelf.,0
The box was shipped out of the storeroom.,0
Jake sent the box.,0
Jake put the box in front of Carson.,0
Jake shipped the box.,0
Jake shipped the box,0
Anne is curious as to why her father sent her a telegram.,1
Where did you give the ball?,0
Where did you throw the ball?,1
The bicycle was sent to Rome.,1
The package was given to Maria.,1
I gave the package to someone in London.,0
The package was sent to London.,1
I passed the ball to Maria.,1
The ball was thrown to the other side of the field.,1
Susan gave the ball to Bill.,0
The ball was given to Bill by Susan.,0
Jake threw the ball to Bill.,1
Jake threw the ball to Bill.,1
Jake kicked the ball to Bill.,1
Jake kicked the ball towards Bill.,1
I sent the package around the world.,1
The package was sent to the frozen planet.,1
I shipped the package around the world.,1
The package was shipped all the way around the world.,1
The package was sent halfway to the South Pole.,1
Fred put the ball under Molly.,0
Fred moved the ball behind Molly.,0
Fred gave the ball to Molly.,0
The ball was put under Molly by Fred.,0
Fred gave the ball to Molly.,0
The ball was off the shelf.,0
The ball was off the shelf.,0
The ball was given to Bob.,0
Bob was given the ball byJill.,0
The ball was offered to Bob.,0
The ball was offered to Bob.,0
A fresh coat of paint is needed for the front door.,1
"Before the start of the war, one of the Jewish children gave a black eye to a kid with German roots.",1
The door is new.,1
The girl has a bright eye.,1
I promise a good time for everyone.,1
Everyone will have a good time.,1
He died of exhaustion.,1
The water became ice.,1
The ice formed when the water melted.,1
He received a large amount of money from his grandfather.,1
He was afraid of god because of the close brush with the law.,1
She fell in love.,1
She was in a bad mood.,1
She fell apart.,1
Who did you give the ball to?,1
Did you throw the ball?,1
Where did you throw the ball?,1
Did you send the package to someone?,1
Where did you send the package?,1
Smith threw the ball.,1
The first baseman had the ball.,1
The ball was thrown by Smith.,0
Smith thought of Jones' good fortune.,1
Smith was sure that Jones had good fortune.,0
No one will forgive you for that comment.,1
A raise was lost due to the recession.,1
Mary taught linguistics.,1
Mary taught linguistics.,1
"I tried to throw the ball to him, but it fell short.",1
The victims refused Max's offer.,1
The victims refused Max's offer.,1
Sarah gave her son the car she promised Catherine.,1
"I taught them English for a year, but they don't seem to have learned it.",1
He was gone when I looked at the figures.,1
You laugh when I throw you a lifeline.,1
The wind blew the ball away.,1
"I threw Mary the ball, but she didn't notice the birds flying overhead.",1
Mary didn't notice the birds flying overhead when I threw the ball to her.,1
"Lewis sent a bicycle, but it never arrived.",1
"Lewis sent Sam a bike, but it never arrived.",1
"The police read the rights of the inmates, but no one paid attention.",1
I ripped up the letter I wrote to Blair.,1
"The police read the rights of the prisoners, but no one paid attention.",1
I ripped up the letter before I sent it.,1
Ann did not finish the manuscript she copied.,1
Alex read a newspaper.,1
Alex was reading the newspaper for an hour.,1
I gave the book to Tony before I left.,0
I gave the book to Tony.,0
I lent the book to Tony.,0
I lent Tony the book.,0
I lent Tony the book,0
I gave Tony the book.,0
I lent Tony the book the whole time.,0
Robin arrived at the station.,0
Robin arrived at the station.,0
Robin arrived at the station.,0
The dog died.,0
The old dog died.,0
The old dog died.,0
Sandy only taught the children the letter r.,1
The children fell asleep while she was reading Goodnight Moon.,1
Interviewing Nixon gave Mailer a book.,1
Mailer thought about writing a book after Nixon's behavior.,1
Every journalist in New York City in the 1970s was given an idea for a book by Nixon.,1
We painted the house.,1
The pieces gave Park Square a festive air.,1
He can give the umps some of his mind.,1
The salesman was sent to the devil.,1
The devil was sent by me.,0
The idea for a book was given to every journalist in New York by Nixon.,1
The music made the party more festive.,1
It's difficult to find an idea for a book from an interview.,1
Anyone who looks hard at the small print will be left with a hard time.,1
"According to a survey, doing my taxes makes 22 percent of Americans headaches.",1
Lopez says that he has done more than just paint the site.,1
I think it's time for you to go to another hospital.,1
Sharon sprayed the plants.,1
The farmer put apples in the cart.,1
Monica covered the baby.,0
Monica covered the baby.,1
There was lemonade in the pitcher.,1
The pitcher was filled with lemonade.,0
The farmer put apples in the cart.,1
The window broke.,1
The boy broke the window.,1
A rabbit is in the magician's hat.,1
The magician had something in his hat.,0
Martha made a toy for the baby.,1
Martha made a toy for the baby.,1
Martha carved wood into a toy for the baby.,0
Margaret sliced the bread.,1
Janet broke the vase.,1
Terry rubbed the cat.,1
The door was hit by Carla.,1
The vases break easily.,1
Cats are easy to touch.,0
The door frames hit the floor.,0
Margaret was cutting at the bread.,1
Janet broke a vase.,0
Terry rubbed the cat.,0
The door was hit by Carla.,1
Bill had his arm cut by Margaret.,1
Bill was cut by Margaret.,1
Janet broke Bill's finger.,1
Terry rubbed Bill's shoulder.,1
Terry kissed Bill on the shoulder.,1
Bill was hit on his back.,1
Bill was hit on the back.,1
Jean moved the table.,1
Jean was at the table.,0
Margaret cut the string.,1
The string was cut.,0
The cat touched something.,0
The door swung open.,0
The butcher is cutting meat.,1
The meat is easy to cut.,1
Janet broke the crystal.,1
The crystal is breaking at the last second.,1
Kelly loves French fabrics.,1
French fabrics are very soft.,0
Joan was aware of the answer.,1
The answer is easy to understand.,0
Bill hit the metal.,1
Bill hit the metal.,1
The metal won't fall apart.,1
The cup broke.,1
They gave me a bicycle.,1
I received the bicycle.,0
The bread was cut.,0
The magician had a dove in his sleeve.,0
Sylvia jumped the horse.,1
The horse jumped.,1
The rats were run through the maze.,1
The rats ran.,1
The bell sounded.,1
They stood the statue.,1
The statue was on the floor.,1
The soldiers were in the school.,1
The heat comes from the sun.,1
The sun is warm.,1
The passenger waved to the crowd.,1
The craned by Jen.,0
I shaved my face.,1
I shaved my head.,1
She braided her hair.,1
A person braided.,0
The woman hurt her ankle.,0
The man dressed hurriedly.,1
I shaved myself.,0
The person brushed the object.,0
She cut herself.,1
The cut was made by Tessa.,0
We boarded the bus.,1
We got on the bus.,1
We freed ourselves.,1
Anne met a woman.,1
Anne and Catherine met.,1
Molly chatted with Brenda.,0
They chatted with each other.,1
The drunk was drunk.,1
The drunk and lamppost were hugging.,0
Italy touches France.,1
Italy and France are close to each other.,1
Ellen argued with Helen.,0
Ellen and Helen were arguing.,1
We were warned against skating on the pond.,1
A sign warned against skating on the pond.,1
Discuss the same phenomenon in Russian.,1
The dog bites people.,1
The dog is biting.,1
I used this knife to cut the bread.,1
The bread was cut with this knife.,1
This knife can't cut.,1
These shears are strong.,1
This machine does a good job.,1
This oven cooks well.,1
This lotion is soft and protects.,1
This polish protects.,1
The key won't open.,0
The Jock won't open with this key.,1
The hammer won't break.,0
The hammer won't break the window.,1
They pushed their way through the crowd.,1
They pushed through the crowd.,1
30 minutes is a good time to bake.,1
Like ice cream.,0
Like after eating.,0
Paula hit the fence.,1
Paula hit the fence.,1
Faustina sprayed the lilies.,1
Janet broke the bread.,0
I pushed the table back.,1
I pushed the table.,1
I pushed the table.,1
I pushed against the table.,1
The mouse ate some cheese.,1
The mouse ate the cheese.,1
The mouse ate the cheese.,1
Monica moved towards the cat.,0
Martha climbed up the mountain.,1
Martha climbed a mountain.,1
They were skating along the canals.,1
They were skating on the canals.,1
The spaceship is in the sky.,1
The spaceship is in the sky.,0
Martha went down the stairs.,1
They met Sarah.,1
There was a hug betweenJill and Sarah.,1
Bill sold a car.,1
Bill sent a package.,1
Bill sent a package to Tom.,1
Bill sent something to London.,0
Martha made a toy for the baby.,1
Martha carved a toy.,1
The architect chose a house for the couple.,1
Jack sprayed paint.,1
Jack sprayed the wall.,1
June covered the baby.,0
The baby was covered by June.,1
The bowl was filled with water.,0
There were dishes at the table.,1
The table was cleared by Henry.,1
The painting was taken from the museum.,1
The painting was taken from the museum.,0
Pat was cured of pneumonia.,1
Helen wiped the wall.,1
The fingerprints were wiped by Helen.,0
There are bees in the garden,1
The garden is filled with bees.,1
People are angry in the square.,0
There is a herd of cattle.,0
There were clouds in the sky.,1
The sky was clear.,1
Martha carved a piece of wood.,1
David built a house.,1
David used bricks to build his house.,1
David built the house.,0
I made the eggs froth.,1
He was turned into a frog by the witch.,1
He was turned from a prince by the witch.,0
An oak tree will grow from thatcorn.,1
He was turned into a frog by the witch.,1
Martha carved a piece of wood from a branch.,0
I made the eggs froth from the puddle.,0
He was a prince and turned into a frog.,1
Acorn will grow into an oak tree.,0
The car hit the fence.,1
The white and yolk were separated.,1
The white and yolk were separated.,1
I added butter to the sugar.,1
Maria was confused with Anna.,1
Maria and Anna were confused by me.,1
Linda put the label on the cover.,1
Linda put the cover on the label.,0
Folk songs were alternated with pop songs.,1
Folk and pop songs were alternated byHarriet.,0
I broke the branch and twig.,1
I detached the box from the handle.,0
The two agreed with one another.,1
They both agreed.,1
The oil is separated from the water.,1
The oil and wine were separated.,1
Bill and Kathy were married.,0
Bill and Kathy were married.,1
The twig fell from the branch.,1
The twig and branch broke.,0
The cream and eggs were mixed together.,1
Ballets and plays are alternated.,0
The twig and branch broke.,1
The white and yolk were separated.,0
The winner received a prize.,1
The winner was offered a prize.,1
The winner was offered a prize.,0
The judge gave the winner a prize.,0
The winner was given a prize.,1
The name was written on the ring.,1
The ring was written with the name.,1
The name was copied on the ring.,1
The ring was copied by the jeweller.,0
The ring had a name on it.,0
The ring was decorated with a name.,1
Brian hit the fence with a stick.,1
The mosquito should not have been swatted with the newspaper.,1
Alison used a needle.,1
Paula hit the fence with a stick.,1
Mira blamed Terry for the accident.,1
Mira blamed Terry for the accident.,1
Mira disagreed with the accident on Terry.,0
Ida hunted in the woods.,1
Ida hunted for deer.,1
There was a deer in the woods.,1
The papers had a clue.,1
There was a clue in the papers.,1
The papers had a clue.,0
